NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core    job.batch/kafka-lag-alerts-28995120                            0/1           15h        15h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28995120           0/1           15h        15h
ilens-core    job.batch/infra-arango-backup-28995120                         0/1           15h        15h
ilens-core    job.batch/infra-mongo-backup-28995120                          0/1           15h        15h
ilens-core    job.batch/pod-status-infra-28995135                            0/1           15h        15h
ilens-core    job.batch/kafka-lag-alerts-28995150                            0/1           14h        14h
ilens-core    job.batch/pod-status-infra-28995150                            0/1           14h        14h
ilens-core    job.batch/pod-status-infra-28995165                            0/1           14h        14h
ilens-core    job.batch/pod-status-infra-28995180                            0/1           14h        14h
ilens-core    job.batch/kafka-lag-alerts-28995180                            0/1           14h        14h
ilens-core    job.batch/pod-status-infra-28995195                            0/1           14h        14h
ilens-core    job.batch/pod-status-infra-28995210                            0/1           13h        13h
ilens-core    job.batch/kafka-lag-alerts-28995210                            0/1           13h        13h
ilens-core    job.batch/pod-status-infra-28995225                            0/1           13h        13h
ilens-core    job.batch/kafka-lag-alerts-28995240                            0/1           13h        13h
ilens-core    job.batch/pod-status-infra-28995240                            0/1           13h        13h
ilens-core    job.batch/pod-status-infra-28995255                            0/1           13h        13h
ilens-core    job.batch/kafka-lag-alerts-28995270                            0/1           12h        12h
ilens-core    job.batch/pod-status-infra-28995270                            0/1           12h        12h
ilens-core    job.batch/pod-status-infra-28995285                            0/1           12h        12h
ilens-core    job.batch/infra-arango-backup-28995300                         0/1           12h        12h
ilens-core    job.batch/pod-status-infra-28995300                            0/1           12h        12h
ilens-core    job.batch/infra-mongo-backup-28995300                          0/1           12h        12h
ilens-core    job.batch/kafka-lag-alerts-28995300                            0/1           12h        12h
ilens-core    job.batch/pod-status-infra-28995315                            0/1           12h        12h
ilens-core    job.batch/kafka-lag-alerts-28995330                            0/1           11h        11h
ilens-core    job.batch/pod-status-infra-28995330                            0/1           11h        11h
ilens-core    job.batch/pod-status-infra-28995345                            0/1           11h        11h
ilens-core    job.batch/pod-status-infra-28995360                            0/1           11h        11h
ilens-core    job.batch/kafka-lag-alerts-28995360                            0/1           11h        11h
ilens-core    job.batch/pod-status-infra-28995375                            0/1           11h        11h
ilens-core    job.batch/pod-status-core-28995375                             0/1           11h        11h
ilens-core    job.batch/kafka-lag-alerts-28995390                            0/1           10h        10h
ilens-core    job.batch/pod-status-infra-28995390                            0/1           10h        10h
ilens-core    job.batch/pod-status-infra-28995405                            0/1           10h        10h
ilens-core    job.batch/kafka-lag-alerts-28995420                            0/1           10h        10h
ilens-core    job.batch/pod-status-infra-28995420                            0/1           10h        10h
ilens-core    job.batch/pod-status-infra-28995435                            0/1           10h        10h
ilens-core    job.batch/kafka-lag-alerts-28995450                            0/1           9h         9h
ilens-core    job.batch/pod-status-infra-28995450                            0/1           9h         9h
ilens-core    job.batch/pod-status-infra-28995465                            0/1           9h         9h
ilens-core    job.batch/infra-redis-backup-28995480                          0/1           9h         9h
